list_fasil_id,hotel_id
2,467
3,467
4,467
5,467
6,467
7,467
9,467
11,467
3,468
4,468
5,468
6,468
9,468
11,468
2,469
3,469
4,469
5,469
7,469
9,469
4,47
5,47
7,47
9,47
4,471
5,471
6,471
7,471
2,472
4,472
5,472
6,472
7,472
9,472
3,473
4,473
5,473
6,473
7,473
11,473
2,474
4,474
5,474
6,474
7,474
9,474
11,474
3,475
4,475
5,475
6,475
7,475
9,475
12,475
2,476
3,476
4,476
5,476
6,476
7,476
9,476
11,476
12,476
3,477
4,477
5,477
6,477
7,477
9,477
11,477
3,478
4,478
5,478
7,478
2,479
4,479
5,479
9,479
11,479
3,48
4,48
5,48
6,48
7,48
9,48
11,48
3,481
4,481
5,481
6,481
7,481
11,481
2,482
4,482
5,482
9,482
2,483
3,483
4,483
5,483
6,483
9,483
2,484
3,484
4,484
5,484
6,484
9,484
4,485
5,485
7,485
9,485
3,486
4,486
5,486
7,486
9,486
11,486
2,487
4,487
5,487
6,487
9,487
4,488
7,488
4,489
5,489
7,489
9,489
5,49
7,49
2,491
4,491
5,491
7,491
9,491
2,492
4,492
5,492
7,492
9,492
2,493
3,493
4,493
5,493
6,493
7,493
9,493
3,494
4,494
5,494
6,494
7,494
9,494
11,494
3,495
4,495
5,495
6,495
7,495
11,495
2,496
4,496
5,496
7,496
9,496
2,497
4,497
5,497
1,498
2,498
4,498
5,498
3,499
4,499
5,499
6,499
7,499
9,499
11,499
3,5
4,5
5,5
9,5
4,501
5,501
9,501
3,502
4,502
5,502
9,502
3,503
4,503
5,503
6,503
10,503
11,503
4,504
5,504
7,504
9,504
11,504
4,505
5,505
9,505
3,506
4,506
5,506
6,506
9,506
11,506
4,507
5,507
9,507
2,508
4,508
11,508
2,509
3,509
4,509
5,509
6,509
7,509
8,509
9,509
10,509
11,509
1,51
2,51
3,51
4,51
5,51
6,51
7,51
8,51
9,51
11,51
12,51
2,511
3,511
4,511
5,511
6,511
7,511
8,511
9,511
11,511
12,511
2,512
3,512
4,512
5,512
6,512
7,512
8,512
9,512
11,512
12,512
2,513
3,513
4,513
5,513
6,513
7,513
8,513
9,513
11,513
12,513
1,514
2,514
3,514
4,514
5,514
6,514
7,514
8,514
9,514
11,514
12,514
2,515
4,515
5,515
7,515
8,515
9,515
11,515
2,516
3,516
4,516
5,516
6,516
7,516
8,516
9,516
11,516
1,517
2,517
3,517
4,517
5,517
6,517
7,517
8,517
9,517
10,517
12,517
1,518
2,518
4,518
5,518
6,518
7,518
8,518
9,518
11,518
12,518
2,519
3,519
4,519
5,519
6,519
7,519
8,519
9,519
10,519
11,519
12,519
2,52
4,52
5,52
6,52
7,52
8,52
2,521
3,521
4,521
5,521
6,521
7,521
11,521
12,521
4,522
5,522
6,522
7,522
9,522
11,522
12,522
2,523
3,523
4,523
5,523
7,523
9,523
11,523
1,524
2,524
3,524
4,524
5,524
6,524
7,524
8,524
9,524
10,524
11,524
12,524
1,525
2,525
3,525
4,525
5,525
7,525
8,525
9,525
11,525
1,526
2,526
3,526
4,526
5,526
6,526
7,526
8,526
9,526
11,526
12,526
2,527
3,527
4,527
5,527
6,527
7,527
8,527
9,527
11,527
12,527
3,528
4,528
5,528
6,528
7,528
9,528
11,528
12,528
2,529
3,529
4,529
5,529
9,529
11,529
2,53
3,53
4,53
5,53
6,53
7,53
9,53
11,53
13,53
2,531
5,531
7,531
9,531
11,531
1,532
2,532
3,532
4,532
5,532
6,532
7,532
8,532
9,532
6,533
7,533
2,534
3,534
4,534
5,534
6,534
7,534
8,534
9,534
11,534
12,534
2,535
3,535
4,535
5,535
6,535
7,535
8,535
9,535
11,535
2,536
3,536
5,536
6,536
7,536
8,536
9,536
11,536
12,536
2,537
4,537
5,537
6,537
8,537
11,537
12,537
1,538
2,538
3,538
4,538
5,538
6,538
8,538
9,538
11,538
12,538
2,539
3,539
4,539
5,539
9,539
1,54
2,54
4,54
5,54
6,54
7,54
8,54
9,54
2,541
3,541
4,541
5,541
7,541
9,541
11,541
2,542
3,542
4,542
5,542
6,542
7,542
8,542
9,542
11,542
2,543
3,543
4,543
5,543
7,543
9,543
12,543
3,544
4,544
5,544
6,544
7,544
9,544
11,544
12,544
2,545
3,545
4,545
5,545
9,545
2,546
4,546
5,546
9,546
2,547
4,547
5,547
7,547
9,547
11,547
2,548
3,548
4,548
5,548
6,548
7,548
9,548
11,548
1,549
2,549
3,549
4,549
5,549
6,549
7,549
8,549
9,549
2,55
3,55
4,55
5,55
6,55
7,55
9,55
11,55
2,551
4,551
5,551
7,551
9,551
2,552
3,552
4,552
5,552
6,552
7,552
9,552
11,552
2,553
3,553
4,553
5,553
6,553
9,553
11,553
2,554
3,554
4,554
5,554
6,554
7,554
9,554
11,554
3,555
4,555
5,555
6,555
7,555
9,555
11,555
3,556
4,556
5,556
6,556
7,556
9,556
11,556
4,557
5,557
9,557
2,558
3,558
4,558
5,558
6,558
9,558
11,558
3,559
4,559
5,559
7,559
9,559
11,559
13,559
2,56
4,56
5,56
6,56
7,56
9,56
11,56
2,561
3,561
4,561
5,561
6,561
7,561
9,561
11,561
2,562
3,562
4,562
5,562
6,562
11,562
3,563
4,563
5,563
7,563
9,563
11,563
2,564
3,564
4,564
5,564
6,564
7,564
8,564
9,564
12,564
2,565
4,565
5,565
9,565
12,565
2,566
3,566
4,566
5,566
7,566
9,566
11,566
2,567
3,567
4,567
5,567
9,567
3,568
4,568
5,568
6,568
7,568
9,568
11,568
4,569
5,569
6,569
9,569
2,57
4,57
5,57
7,57
11,57
3,571
4,571
5,571
6,571
9,571
11,571
4,572
5,572
7,572
11,572
2,573
4,573
5,573
6,573
7,573
9,573
11,573
4,574
5,574
6,574
7,574
2,575
3,575
4,575
5,575
7,575
9,575
5,576
11,576
7,577
2,578
3,578
4,578
5,578
7,578
9,578
2,579
4,579
5,579
7,579
9,579
11,579
3,58
4,58
5,58
6,58
7,58
11,58
2,581
3,581
4,581
5,581
6,581
7,581
9,581
11,581
12,581
4,582
5,582
7,582
9,582
11,582
3,583
4,583
5,583
7,583
9,583
11,583
3,584
4,584
5,584
7,584
9,584
11,584
2,585
4,585
5,585
9,585
11,585
3,586
4,586
5,586
9,586
4,587
5,587
7,587
8,587
11,587
2,588
4,588
5,588
6,588
7,588
11,588
4,589
5,589
6,589
7,589
11,589
2,59
3,59
4,59
5,59
6,59
7,59
9,59
11,59
4,591
5,591
5,592
9,592
2,593
4,593
5,593
7,593
9,593
11,593
4,594
5,594
4,595
5,595
6,595
7,595
11,595
3,596
4,596
5,596
7,596
9,596
11,596
3,597
4,597
5,597
9,597
8,598
4,599
5,599
7,599
11,599
3,6
4,6
5,6
6,6
7,6
9,6
11,6
1,601
2,601
4,601
5,601
7,601
9,601
4,602
5,602
2,603
4,603
5,603
6,603
7,603
8,603
11,603
3,604
4,604
5,604
6,604
7,604
9,604
10,604
11,604
2,605
3,605
4,605
5,605
6,605
7,605
9,605
11,605
5,606
7,606
4,607
5,607
9,607
4,608
5,608
4,609
7,609
9,609
4,61
5,61
6,61
11,61
2,611
4,611
5,611
9,611
11,611
3,612
4,612
5,612
6,612
7,612
9,612
11,612
4,613
5,613
7,613
11,613
2,614
4,614
5,614
6,614
7,614
9,614
2,615
4,615
5,615
11,615
2,616
4,616
5,616
6,616
7,616
4,617
5,617
9,617
4,618
5,618
4,619
5,619
3,62
4,62
5,62
9,62
11,62
9,621
4,622
5,622
1,623
2,623
4,623
5,623
7,623
2,624
4,624
5,624
4,625
2,626
4,626
5,626
4,1
5,1
6,1
7,1
2,101
4,101
5,101
2,102
4,102
7,102
9,102
4,103
5,103
6,103
7,103
12,103
2,104
4,104
7,104
9,104
1,105
2,105
5,105
9,105
1,106
2,106
4,106
5,106
2,107
4,107
5,107
7,107
9,107
2,108
4,108
5,108
11,108
2,109
4,109
5,109
11,109
2,11
4,11
5,11
11,11
2,111
3,111
4,111
5,111
4,112
5,112
7,112
9,112
2,113
4,113
5,113
6,113
7,113
8,113
9,113
11,113
4,114
5,114
9,114
2,115
4,115
5,115
7,115
9,115
4,116
5,116
7,116
9,116
2,117
4,117
5,117
7,117
9,117
2,118
4,118
5,118
9,118
5,119
7,119
4,12
5,12
6,12
7,12
11,12
2,121
4,121
5,121
6,121
7,121
4,122
11,122
2,123
4,123
5,123
6,123
7,123
9,123
4,124
5,124
7,124
2,125
4,125
5,125
7,125
9,125
2,126
4,126
5,126
6,126
7,126
9,126
11,126
2,127
4,127
5,127
6,127
7,127
9,127
11,127
2,128
4,128
7,128
9,128
2,129
4,129
5,129
7,129
9,129
2,13
4,13
5,13
7,13
9,13
2,131
4,131
5,131
6,131
7,131
9,131
4,132
5,132
7,132
9,132
4,133
5,133
7,133
9,133
2,134
4,134
5,134
2,135
4,135
7,135
9,135
4,136
5,136
7,136
9,136
2,137
4,137
5,137
7,137
9,137
2,138
4,138
5,138
2,139
4,139
7,139
9,139
2,14
4,14
7,14
9,14
2,141
4,141
5,141
4,142
5,142
7,142
9,142
2,143
4,143
7,143
9,143
4,144
5,144
4,145
5,145
4,146
5,146
5,148
2,149
4,149
5,149
7,149
9,149
7,15
4,151
5,151
7,151
9,151
11,151
2,152
4,152
5,152
9,152
11,152
12,152
2,153
4,153
5,153
6,153
7,153
9,153
2,154
4,154
5,154
6,154
7,154
9,154
11,154
4,155
6,155
9,155
11,155
2,156
4,156
5,156
7,156
9,156
2,157
4,157
7,157
9,157
4,158
5,158
7,158
9,158
5,159
7,159
9,159
11,159
2,16
4,16
5,16
7,16
9,16
2,161
4,161
5,161
7,161
9,161
2,162
4,162
5,162
9,162
4,163
5,163
9,163
1,164
2,164
4,164
5,164
9,164
4,165
5,165
9,165
2,166
4,166
5,166
4,167
5,167
9,167
2,168
4,168
5,168
9,168
9,169
5,171
2,172
4,172
5,172
7,172
9,172
2,173
4,173
5,173
7,173
9,173
2,174
4,174
5,174
6,174
7,174
8,174
9,174
12,174
2,175
4,175
5,175
6,175
7,175
9,175
2,176
4,176
5,176
6,176
7,176
9,176
2,177
4,177
5,177
6,177
7,177
9,177
2,178
4,178
5,178
6,178
7,178
11,178
2,179
4,179
5,179
7,179
9,179
2,18
4,18
5,18
7,18
9,18
4,181
5,181
7,181
9,181
2,182
4,182
5,182
7,182
9,182
2,183
4,183
5,183
7,183
9,183
1,184
2,184
4,184
5,184
6,184
7,184
9,184
11,184
2,185
4,185
5,185
6,185
7,185
9,185
11,185
12,185
2,186
5,186
6,186
9,186
11,186
12,186
2,187
5,187
11,187
2,188
4,188
7,188
9,188
2,189
4,189
5,189
7,189
9,189
2,19
4,19
5,19
6,19
7,19
2,191
4,191
5,191
6,191
7,191
9,191
2,192
4,192
5,192
7,192
9,192
4,193
5,193
9,193
2,194
4,194
5,194
7,194
9,194
4,195
5,195
7,195
2,196
5,196
5,197
7,197
2,198
5,198
9,198
11,198
4,199
5,199
6,199
7,199
9,199
1,2
2,2
4,2
5,2
7,2
9,2
4,201
5,201
6,201
4,202
5,202
9,202
4,203
5,203
4,204
5,204
9,204
3,205
4,205
5,205
6,205
9,205
11,205
5,206
4,207
5,207
7,207
9,207
2,208
4,208
5,208
7,208
9,208
1,209
2,209
4,209
5,209
7,209
8,209
9,209
12,209
2,21
4,21
5,21
6,21
7,21
8,21
9,21
11,21
2,211
4,211
9,211
2,212
4,212
5,212
6,212
7,212
9,212
13,212
4,213
7,213
2,214
4,214
5,214
9,214
2,215
4,215
5,215
6,215
7,215
9,215
12,215
2,216
4,216
5,216
7,216
9,216
2,217
4,217
5,217
6,217
7,217
9,217
12,217
2,218
4,218
5,218
9,218
2,219
4,219
5,219
8,219
9,219
1,22
2,22
4,22
5,22
6,22
7,22
8,22
9,22
11,22
2,221
4,221
5,221
7,221
9,221
4,222
5,222
7,222
9,222
2,223
4,223
5,223
6,223
7,223
8,223
9,223
4,224
5,224
7,224
9,224
4,225
5,225
7,225
9,225
2,226
4,226
5,226
6,226
9,226
2,227
4,227
5,227
7,227
9,227
12,227
2,228
4,228
5,228
9,228
2,229
4,229
5,229
6,229
7,229
9,229
12,229
2,23
4,23
5,23
7,23
9,23
11,23
12,23
4,231
5,231
6,231
7,231
9,231
1,232
2,232
3,232
4,232
5,232
6,232
7,232
9,232
12,232
1,233
2,233
4,233
5,233
7,233
8,233
9,233
11,233
2,234
4,234
5,234
7,234
9,234
2,235
4,235
5,235
7,235
9,235
2,236
4,236
5,236
9,236
2,237
4,237
5,237
7,237
9,237
1,238
2,238
4,238
5,238
6,238
7,238
9,238
12,238
2,239
4,239
5,239
7,239
9,239
2,24
4,24
5,24
6,24
7,24
9,24
11,24
2,241
4,241
5,241
7,241
9,241
2,242
4,242
5,242
6,242
7,242
9,242
12,242
2,243
4,243
5,243
6,243
7,243
9,243
12,243
2,244
5,244
7,244
4,245
5,245
7,245
9,245
2,246
4,246
5,246
6,246
7,246
9,246
11,246
12,246
13,246
2,247
4,247
5,247
9,247
2,248
4,248
5,248
7,248
9,248
2,249
4,249
5,249
9,249
1,25
2,25
4,25
5,25
6,25
7,25
9,25
11,25
12,25
4,403
5,403
6,403
7,403
9,403
11,403
5,404
6,404
9,404
2,405
4,405
7,405
9,405
2,406
4,406
5,406
7,406
9,406
2,407
4,407
7,407
9,407
2,408
4,408
7,408
9,408
5,409
9,409
11,409
1,41
2,41
5,41
9,41
5,411
5,412
9,412
4,413
5,413
7,413
9,413
3,414
4,414
5,414
9,414
2,415
3,415
4,415
9,415
1,416
2,416
4,416
5,416
6,416
7,416
8,416
9,416
11,416
12,416
13,416
2,417
4,417
5,417
6,417
8,417
9,417
12,417
4,418
5,418
6,418
7,418
8,418
9,418
2,419
4,419
5,419
6,419
7,419
9,419
12,419
2,42
4,42
5,42
7,42
9,42
4,421
5,421
6,421
7,421
9,421
2,422
4,422
5,422
7,422
9,422
2,423
3,423
4,423
5,423
7,423
8,423
9,423
4,424
5,424
7,424
2,425
4,425
5,425
6,425
7,425
8,425
9,425
2,426
3,426
4,426
5,426
6,426
7,426
8,426
9,426
12,426
4,427
5,427
6,427
7,427
8,427
9,427
11,427
12,427
2,428
4,428
5,428
6,428
7,428
8,428
9,428
12,428
2,429
4,429
5,429
6,429
7,429
8,429
9,429
11,429
12,429
2,43
4,43
5,43
6,43
7,43
8,43
9,43
12,43
13,43
1,431
2,431
4,431
5,431
6,431
7,431
8,431
9,431
11,431
12,431
4,432
5,432
6,432
12,432
2,433
4,433
5,433
6,433
7,433
8,433
11,433
2,434
4,434
5,434
7,434
9,434
2,435
4,435
5,435
6,435
7,435
9,435
2,436
4,436
5,436
7,436
8,436
9,436
2,437
4,437
5,437
9,437
2,438
4,438
5,438
7,438
9,438
2,439
4,439
5,439
6,439
7,439
9,439
2,44
4,44
5,44
7,44
9,44
4,441
5,441
7,441
9,441
2,442
4,442
5,442
6,442
9,442
3,443
9,443
2,444
4,444
5,444
6,444
7,444
9,444
4,445
5,445
6,445
7,445
9,445
2,446
4,446
5,446
6,446
8,446
9,446
2,447
4,447
5,447
6,447
7,447
8,447
9,447
11,447
12,447
2,448
4,448
7,448
9,448
2,449
4,449
5,449
7,449
9,449
1,45
2,45
4,45
5,45
6,45
7,45
8,45
9,45
12,45
2,451
4,451
5,451
7,451
9,451
4,452
5,452
6,452
7,452
8,452
9,452
12,452
2,453
4,453
5,453
7,453
9,453
2,454
4,454
5,454
6,454
7,454
9,454
2,455
4,455
7,455
9,455
4,456
5,456
6,456
7,456
8,456
9,456
11,456
2,457
4,457
5,457
7,457
9,457
4,458
9,458
4,459
7,459
9,459
2,46
4,46
5,46
6,46
7,46
9,46
2,461
4,461
5,461
7,461
8,461
9,461
1,462
2,462
4,462
7,462
9,462
2,463
4,463
7,463
9,463
2,464
4,464
5,464
6,464
7,464
8,464
9,464
11,464
2,465
4,465
5,465
7,465
9,465
4,466
5,466
7,466
9,466
4,1
5,1
6,1
7,1
8,1
9,1
12,1
1,2
4,2
5,2
6,2
7,2
8,2
9,2
12,2
1,3
2,3
4,3
5,3
6,3
7,3
8,3
9,3
12,3
1,4
2,4
3,4
4,4
5,4
6,4
7,4
8,4
9,4
10,4
11,4
12,4
13,4
1,5
2,5
4,5
5,5
6,5
7,5
8,5
9,5
11,5
12,5
13,5
3,6
4,6
5,6
7,6
8,6
9,6
1,7
2,7
4,7
5,7
6,7
7,7
8,7
9,7
11,7
12,7
13,7
2,8
4,8
5,8
6,8
7,8
8,8
9,8
1,9
2,9
4,9
5,9
6,9
7,9
9,9
13,9
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
11,1
12,1
2,11
4,11
5,11
6,11
7,11
8,11
9,11
11,11
12,11
2,12
4,12
5,12
7,12
8,12
9,12
2,13
4,13
5,13
6,13
7,13
8,13
9,13
11,13
12,13
2,14
4,14
5,14
6,14
7,14
8,14
9,14
11,14
12,14
2,15
4,15
5,15
6,15
7,15
8,15
9,15
12,15
2,16
4,16
5,16
6,16
7,16
8,16
9,16
11,16
12,16
2,17
4,17
5,17
6,17
7,17
8,17
9,17
12,17
1,18
2,18
3,18
4,18
5,18
6,18
7,18
9,18
10,18
12,18
1,19
2,19
4,19
5,19
6,19
7,19
8,19
9,19
10,19
11,19
12,19
2,2
4,2
5,2
6,2
7,2
8,2
9,2
11,2
1,21
2,21
4,21
5,21
6,21
8,21
11,21
12,21
1,22
2,22
4,22
5,22
6,22
7,22
8,22
9,22
11,22
12,22
2,23
4,23
5,23
6,23
7,23
8,23
9,23
11,23
12,23
2,24
4,24
5,24
7,24
9,24
6,25
8,25
9,25
12,25
2,26
3,26
4,26
5,26
6,26
7,26
8,26
9,26
11,26
12,26
13,26
3,27
4,27
5,27
6,27
7,27
8,27
9,27
12,27
1,28
2,28
4,28
5,28
6,28
7,28
8,28
9,28
11,28
12,28
2,29
4,29
5,29
6,29
7,29
9,29
12,29
2,3
4,3
5,3
7,3
9,3
1,31
2,31
4,31
5,31
6,31
7,31
8,31
9,31
2,32
4,32
5,32
6,32
7,32
8,32
9,32
11,32
12,32
1,33
2,33
3,33
4,33
5,33
6,33
7,33
8,33
9,33
11,33
12,33
13,33
2,34
4,34
5,34
7,34
9,34
2,35
4,35
5,35
7,35
9,35
1,36
2,36
3,36
4,36
5,36
6,36
7,36
8,36
9,36
11,36
12,36
13,36
2,37
4,37
5,37
7,37
13,37
2,38
4,38
5,38
6,38
7,38
9,38
10,38
2,39
4,39
5,39
7,39
9,39
1,4
2,4
4,4
5,4
6,4
7,4
8,4
9,4
11,4
12,4
13,4
2,41
4,41
5,41
2,42
4,42
5,42
6,42
7,42
9,42
12,42
4,43
5,43
7,43
9,43
2,44
4,44
5,44
6,44
7,44
8,44
9,44
12,44
2,45
4,45
5,45
7,45
8,45
9,45
2,46
4,46
5,46
7,46
9,46
1,47
2,47
4,47
5,47
6,47
7,47
9,47
11,47
12,47
2,48
4,48
5,48
2,49
4,49
5,49
4,5
5,5
7,5
2,51
5,51
2,52
4,52
5,52
6,52
12,52
2,53
4,53
5,53
9,53
2,54
4,54
5,54
6,54
7,54
11,54
2,55
4,55
5,55
6,55
7,55
9,55
2,56
4,56
5,56
7,56
9,56
4,57
5,57
7,57
11,57
2,58
4,58
5,58
2,59
4,59
5,59
7,59
9,59
2,6
4,6
7,6
9,6
2,61
4,61
5,61
7,61
9,61
2,62
5,62
4,63
5,63
2,64
4,64
5,64
9,64
4,65
9,65
2,66
4,66
5,66
7,66
9,66
4,67
5,67
2,68
4,68
5,68
6,68
7,68
9,68
11,68
2,69
4,69
5,69
7,69
9,69
4,7
5,7
9,7
4,71
5,71
9,71
2,72
4,72
5,72
7,72
9,72
2,73
4,73
5,73
9,73
2,74
4,74
5,74
6,74
7,74
9,74
3,75
4,75
5,75
7,75
9,75
2,76
4,76
5,76
6,76
9,76
4,77
5,77
7,77
9,77
2,78
3,78
4,78
5,78
6,78
7,78
9,78
11,78
4,79
5,79
7,79
9,79
2,8
4,8
5,8
2,81
4,81
5,81
6,81
11,81
2,82
3,82
4,82
5,82
7,82
9,82
4,83
5,83
1,84
2,84
4,84
5,84
7,84
9,84
2,85
4,85
5,85
6,85
9,85
4,86
5,86
9,86
5,87
7,87
11,87
2,88
4,88
5,88
4,89
5,89
5,9
9,9
11,9
2,91
4,91
5,91
6,91
7,91
9,91
2,92
4,92
5,92
9,92
4,93
5,93
7,93
9,93
4,94
5,94
7,94
9,94
4,95
5,95
6,95
4,96
5,96
7,96
9,96
2,97
4,97
5,97
7,97
9,97
2,98
4,98
5,98
7,98
9,98
2,99
4,99
5,99
7,99
9,99
2,349
4,349
5,349
7,349
5,35
6,35
7,35
2,351
4,351
5,351
7,351
9,351
2,352
4,352
5,352
9,352
4,353
5,353
9,353
2,354
4,354
5,354
9,354
2,355
3,355
4,355
5,355
6,355
9,355
12,355
2,356
4,356
5,356
7,356
9,356
2,357
3,357
4,357
5,357
7,357
11,357
2,358
4,358
5,358
7,358
11,358
2,359
4,359
5,359
7,359
9,359
4,36
9,36
2,361
4,361
5,361
6,361
7,361
9,361
4,362
5,362
7,362
9,362
4,363
5,363
2,364
4,364
5,364
9,364
2,365
4,365
5,365
9,365
4,366
5,366
7,366
9,366
12,366
2,367
4,367
5,367
7,367
9,367
4,368
5,368
9,368
2,369
4,369
5,369
7,369
9,369
4,37
5,37
7,37
2,371
3,371
4,371
5,371
6,371
7,371
9,371
11,371
12,371
4,372
5,372
11,372
2,373
4,373
5,373
7,373
9,373
2,374
4,374
5,374
7,374
9,374
2,375
4,375
5,375
11,375
2,376
4,376
5,376
9,376
2,377
4,377
7,377
9,377
2,378
4,378
5,378
9,378
5,379
7,379
4,38
5,38
7,38
9,38
2,381
4,381
5,381
7,381
9,381
2,382
5,382
2,383
5,383
2,384
4,384
5,384
7,384
9,384
12,384
2,385
4,385
5,385
7,385
9,385
11,385
2,386
4,386
5,386
7,386
9,386
2,387
4,387
5,387
6,387
7,387
9,387
12,387
2,388
5,388
9,388
2,389
4,389
5,389
7,389
9,389
11,389
2,39
4,39
5,39
7,39
9,39
5,391
7,391
9,391
5,392
7,392
4,393
5,393
7,393
9,393
5,394
9,394
2,395
3,395
4,395
5,395
9,395
2,396
4,396
5,396
9,396
2,397
4,397
5,397
7,397
9,397
13,397
4,398
5,398
7,398
9,398
2,399
4,399
5,399
7,399
2,4
4,4
5,4
7,4
9,4
4,401
9,401
4,402
2,251
4,251
5,251
9,251
2,252
4,252
5,252
6,252
9,252
2,253
3,253
4,253
5,253
9,253
4,254
5,254
7,254
9,254
2,255
4,255
5,255
7,255
2,256
4,256
5,256
7,256
9,256
2,257
4,257
5,257
6,257
7,257
9,257
2,258
4,258
5,258
7,258
9,258
2,259
4,259
5,259
7,259
9,259
2,26
4,26
5,26
4,261
7,261
9,261
1,262
2,262
4,262
5,262
7,262
2,263
4,263
5,263
7,263
9,263
4,264
5,264
9,264
2,265
4,265
5,265
7,265
9,265
2,266
4,266
5,266
7,266
9,266
5,267
7,267
4,268
5,268
7,268
9,268
2,269
4,269
7,269
2,27
3,27
4,27
5,27
6,27
7,27
9,27
12,27
2,271
4,271
5,271
7,271
2,272
5,272
7,272
9,272
2,273
4,273
7,273
9,273
4,274
5,274
7,274
9,274
4,275
5,275
7,275
9,275
2,276
4,276
5,276
7,276
9,276
4,277
5,277
7,277
9,277
2,278
3,278
4,278
5,278
6,278
7,278
9,278
12,278
3,279
4,279
5,279
7,279
9,279
7,28
2,281
4,281
5,281
7,281
9,281
2,282
4,282
5,282
7,282
9,282
3,283
4,283
5,283
7,283
4,284
5,284
9,284
2,285
3,285
4,285
5,285
7,285
11,285
3,286
4,286
5,286
4,287
5,287
7,287
9,287
10,287
12,287
2,288
4,288
5,288
7,288
9,288
4,289
5,289
9,289
2,29
4,29
5,29
7,29
9,29
2,291
4,291
7,291
9,291
2,292
4,292
5,292
7,292
9,292
12,292
4,293
5,293
7,293
9,293
2,294
4,294
5,294
7,294
1,295
2,295
4,295
5,295
9,295
2,296
3,296
4,296
5,296
6,296
7,296
8,296
9,296
12,296
13,296
4,297
5,297
7,297
9,297
10,297
4,298
5,298
6,298
7,298
8,298
2,299
4,299
5,299
7,299
9,299
2,3
4,3
7,3
9,3
4,301
5,301
6,301
7,301
9,301
4,302
5,302
7,302
9,302
4,303
5,303
9,303
2,304
4,304
5,304
6,304
7,304
9,304
4,305
5,305
7,305
9,305
10,305
5,306
9,306
2,307
4,307
5,307
5,308
2,309
3,309
4,309
5,309
9,309
4,31
7,31
9,31
2,311
4,311
5,311
6,311
7,311
9,311
2,312
4,312
5,312
7,312
9,312
2,313
4,313
5,313
7,313
9,313
4,314
5,314
7,314
2,315
4,315
5,315
6,315
11,315
4,316
5,316
7,316
9,316
12,316
2,317
3,317
4,317
5,317
6,317
7,317
8,317
9,317
12,317
4,318
5,318
6,318
7,318
2,319
4,319
5,319
7,319
9,319
2,32
4,32
5,32
6,32
12,32
2,321
4,321
5,321
6,321
7,321
9,321
11,321
12,321
2,322
5,322
6,322
7,322
11,322
12,322
4,323
5,323
7,323
9,323
2,324
3,324
4,324
5,324
6,324
7,324
8,324
12,324
1,325
2,325
4,325
5,325
7,325
8,325
9,325
12,325
13,325
2,326
4,326
5,326
6,326
8,326
9,326
12,326
2,327
4,327
5,327
6,327
7,327
9,327
2,328
4,328
5,328
7,328
8,328
9,328
2,329
4,329
5,329
7,329
9,329
11,329
12,329
1,33
2,33
4,33
5,33
6,33
7,33
9,33
2,331
4,331
5,331
6,331
7,331
9,331
11,331
12,331
2,332
4,332
5,332
7,332
9,332
2,333
4,333
5,333
7,333
2,334
4,334
5,334
6,334
7,334
9,334
4,335
5,335
9,335
2,336
4,336
5,336
6,336
7,336
9,336
11,336
12,336
4,337
5,337
6,337
7,337
9,337
11,337
4,338
5,338
6,338
8,338
9,338
12,338
4,339
5,339
6,339
7,339
8,339
9,339
11,339
12,339
4,34
5,34
7,34
9,34
2,341
4,341
5,341
6,341
7,341
8,341
9,341
12,341
2,342
3,342
4,342
5,342
6,342
11,342
12,342
2,343
4,343
5,343
7,343
2,344
3,344
4,344
5,344
9,344
2,345
4,345
5,345
7,345
9,345
2,346
4,346
5,346
2,347
4,347
5,347
6,347
7,347
8,347
12,347
3,348
4,348
5,348
7,348
9,348
